building_id,cluster,damage_numeric,damage_grade
222607000461,0,3.0,Grade 3
222607000471,0,4.0,Grade 4
222607000481,0,5.0,Grade 5
222607000491,0,4.0,Grade 4
222607000501,0,5.0,Grade 5
222607000511,0,4.0,Grade 4
222607000521,0,4.0,Grade 4
222607000531,0,4.0,Grade 4
222607000541,0,4.0,Grade 4
222607000551,0,5.0,Grade 5
222607000561,0,4.0,Grade 4
222607000571,0,5.0,Grade 5
222607000581,0,5.0,Grade 5
222607000591,0,4.0,Grade 4
222607000601,0,4.0,Grade 4
222607000631,0,5.0,Grade 5
222607000641,0,5.0,Grade 5
222607000651,0,5.0,Grade 5
222607000661,0,3.0,Grade 3
222607000662,0,5.0,Grade 5
222607000663,0,5.0,Grade 5
222607000664,0,5.0,Grade 5
222607000671,0,3.0,Grade 3
222607000681,0,5.0,Grade 5
222607000691,0,4.0,Grade 4
222607000701,0,4.0,Grade 4
222607000711,0,4.0,Grade 4
222607000721,0,4.0,Grade 4
222607000731,0,4.0,Grade 4
222607000741,0,4.0,Grade 4
222607000751,0,4.0,Grade 4
222607000821,0,4.0,Grade 4
222607000831,0,4.0,Grade 4
222607000841,0,4.0,Grade 4
222607000851,0,4.0,Grade 4
222607000861,0,4.0,Grade 4
222607000871,0,4.0,Grade 4
222607000881,0,3.0,Grade 3
222607000891,0,3.0,Grade 3
222607000901,0,5.0,Grade 5
222607000911,0,5.0,Grade 5
222607000921,0,4.0,Grade 4
222607000931,0,4.0,Grade 4
222607000941,0,4.0,Grade 4
222607000951,0,4.0,Grade 4
222607000961,0,4.0,Grade 4
222607000971,0,5.0,Grade 5
222607000981,0,4.0,Grade 4
222607000991,0,3.0,Grade 3
222607001001,0,3.0,Grade 3
222607001011,0,4.0,Grade 4
222607001021,0,4.0,Grade 4
222607001031,0,4.0,Grade 4
222607001041,0,3.0,Grade 3
222607001051,0,4.0,Grade 4
222607001061,0,4.0,Grade 4
222607001071,0,3.0,Grade 3
222607001081,0,4.0,Grade 4
222607001091,0,4.0,Grade 4
222607001101,0,4.0,Grade 4
222607001111,0,5.0,Grade 5
222607001121,0,4.0,Grade 4
222607001131,0,5.0,Grade 5
222607001141,0,4.0,Grade 4
222607001151,0,4.0,Grade 4
222607001161,0,5.0,Grade 5
222607001171,0,5.0,Grade 5
222607001181,0,5.0,Grade 5
222607001191,0,4.0,Grade 4
222607001192,0,5.0,Grade 5
222607001201,0,5.0,Grade 5
222607001211,0,4.0,Grade 4
222607001221,0,5.0,Grade 5
222607001231,0,5.0,Grade 5
222607001241,0,5.0,Grade 5
222607001251,0,5.0,Grade 5
222607001261,0,4.0,Grade 4
222607001271,0,4.0,Grade 4
222607001281,0,5.0,Grade 5
222607001291,0,5.0,Grade 5
222607001301,0,5.0,Grade 5
222607001311,0,5.0,Grade 5
222607001321,0,5.0,Grade 5
222607001331,0,4.0,Grade 4
222607001341,0,4.0,Grade 4
222607001351,0,5.0,Grade 5
222607001361,0,4.0,Grade 4
222607001371,0,4.0,Grade 4
222608000011,0,3.0,Grade 3
222608000021,0,5.0,Grade 5
222608000031,0,4.0,Grade 4
222608000041,0,4.0,Grade 4
222608000051,0,5.0,Grade 5
222608000061,0,4.0,Grade 4
222608000071,0,3.0,Grade 3
222608000081,0,4.0,Grade 4
222608000091,0,4.0,Grade 4
222608000101,0,5.0,Grade 5
222608000111,0,4.0,Grade 4
222608000121,0,4.0,Grade 4
222608000131,0,4.0,Grade 4
222608000141,0,5.0,Grade 5
222608000151,0,5.0,Grade 5
222608000161,0,5.0,Grade 5
222608000171,0,4.0,Grade 4
222608000181,0,3.0,Grade 3
222608000191,0,3.0,Grade 3
222608000201,0,3.0,Grade 3
222608000211,0,3.0,Grade 3
222608000221,0,5.0,Grade 5
222608000231,0,4.0,Grade 4
222608000241,0,5.0,Grade 5
222608000251,0,5.0,Grade 5
222608000261,0,5.0,Grade 5
222608000271,0,4.0,Grade 4
222608000281,0,5.0,Grade 5
222608000282,0,3.0,Grade 3
222608000291,0,5.0,Grade 5
222608000301,0,5.0,Grade 5
222608000311,0,3.0,Grade 3
222608000321,0,4.0,Grade 4
222608000331,0,5.0,Grade 5
222608000332,0,5.0,Grade 5
222608000341,0,4.0,Grade 4
222608000351,0,4.0,Grade 4
222608000361,0,4.0,Grade 4
222608000371,0,4.0,Grade 4
222608000381,0,4.0,Grade 4
222608000391,0,4.0,Grade 4
222608000401,0,4.0,Grade 4
222608000411,0,5.0,Grade 5
222608000421,0,4.0,Grade 4
222608000431,0,4.0,Grade 4
222608000441,0,5.0,Grade 5
222608000451,0,4.0,Grade 4
222608000461,0,4.0,Grade 4
222608000471,0,5.0,Grade 5
222608000481,0,5.0,Grade 5
222608000491,0,4.0,Grade 4
222608000501,0,5.0,Grade 5
222608000511,0,4.0,Grade 4
222608000521,0,4.0,Grade 4
222608000531,0,5.0,Grade 5
222608000541,0,4.0,Grade 4
222608000551,0,5.0,Grade 5
222608000552,0,5.0,Grade 5
222608000561,0,4.0,Grade 4
222608000571,0,4.0,Grade 4
222608000581,0,4.0,Grade 4
222608000591,0,5.0,Grade 5
222608000601,0,5.0,Grade 5
222608000611,0,5.0,Grade 5
222608000621,0,4.0,Grade 4
222608000631,0,5.0,Grade 5
222608000641,0,5.0,Grade 5
222608000651,0,5.0,Grade 5
222608000661,0,4.0,Grade 4
222608000671,0,5.0,Grade 5
222608000681,0,5.0,Grade 5
222608000691,0,5.0,Grade 5
222608000701,0,4.0,Grade 4
222608000711,0,5.0,Grade 5
222608000721,0,5.0,Grade 5
222608000731,0,4.0,Grade 4
222608000741,0,5.0,Grade 5
222608000751,0,5.0,Grade 5
222608000761,0,5.0,Grade 5
222608000771,0,4.0,Grade 4
222608000781,0,3.0,Grade 3
222608000791,0,4.0,Grade 4
222608000801,0,4.0,Grade 4
222608000811,0,4.0,Grade 4
222608000821,0,4.0,Grade 4
222608000831,0,4.0,Grade 4
222608000841,0,4.0,Grade 4
222608000851,0,4.0,Grade 4
222608000861,0,4.0,Grade 4
222608000871,0,3.0,Grade 3
222608000881,0,5.0,Grade 5
222608000891,0,5.0,Grade 5
222608000901,0,4.0,Grade 4
222608000911,0,5.0,Grade 5
222608000921,0,4.0,Grade 4
222608000931,0,4.0,Grade 4
222608000941,0,3.0,Grade 3
222608000951,0,4.0,Grade 4
222608000961,0,5.0,Grade 5
222608000971,0,5.0,Grade 5
222608000981,0,4.0,Grade 4
222608000991,0,5.0,Grade 5
222608001001,0,5.0,Grade 5
222608001011,0,4.0,Grade 4
222608001021,0,5.0,Grade 5
222608001031,0,5.0,Grade 5
222608001041,0,4.0,Grade 4
222608001051,0,5.0,Grade 5
222608001061,0,4.0,Grade 4
222608001071,0,5.0,Grade 5
222608001081,0,4.0,Grade 4
222608001091,0,4.0,Grade 4
222608001101,0,4.0,Grade 4
222608001111,0,5.0,Grade 5
222608001121,0,4.0,Grade 4
222608001131,0,4.0,Grade 4
222608001141,0,4.0,Grade 4
222608001151,0,3.0,Grade 3
222608001161,0,4.0,Grade 4
222608001171,0,3.0,Grade 3
222608001181,0,4.0,Grade 4
222608001191,0,3.0,Grade 3
222609000011,0,4.0,Grade 4
222609000021,0,5.0,Grade 5
222609000031,0,4.0,Grade 4
222609000041,0,5.0,Grade 5
222609000051,0,4.0,Grade 4
222609000061,0,4.0,Grade 4
222609000071,0,4.0,Grade 4
222609000081,0,5.0,Grade 5
222609000091,0,4.0,Grade 4
222609000101,0,5.0,Grade 5
222609000111,0,5.0,Grade 5
222609000121,0,4.0,Grade 4
222609000131,0,4.0,Grade 4
222609000141,0,5.0,Grade 5
222609000151,0,5.0,Grade 5
222609000161,0,5.0,Grade 5
222609000171,0,5.0,Grade 5
222609000181,0,5.0,Grade 5
222609000191,0,5.0,Grade 5
222609000201,0,5.0,Grade 5
222609000211,0,5.0,Grade 5
222609000221,0,5.0,Grade 5
222609000231,0,5.0,Grade 5
222609000241,0,5.0,Grade 5
222609000251,0,5.0,Grade 5
222609000261,0,5.0,Grade 5
222609000271,0,5.0,Grade 5
222609000281,0,4.0,Grade 4
222609000291,0,5.0,Grade 5
222609000301,0,4.0,Grade 4
222609000311,0,5.0,Grade 5
222609000321,0,5.0,Grade 5
222609000331,0,5.0,Grade 5
222609000341,0,5.0,Grade 5
222609000351,0,5.0,Grade 5
222609000361,0,4.0,Grade 4
222609000371,0,5.0,Grade 5
222609000381,0,4.0,Grade 4
222609000391,0,4.0,Grade 4
222609000401,0,5.0,Grade 5
222609000411,0,5.0,Grade 5
222609000421,0,5.0,Grade 5
222609000431,0,5.0,Grade 5
222609000441,0,4.0,Grade 4
222609000451,0,5.0,Grade 5
222609000461,0,5.0,Grade 5
222609000471,0,5.0,Grade 5
222609000481,0,4.0,Grade 4
222609000491,0,5.0,Grade 5
222609000501,0,4.0,Grade 4
222609000511,0,5.0,Grade 5
222609000521,0,4.0,Grade 4
222609000531,0,5.0,Grade 5
222609000541,0,5.0,Grade 5
222609000551,0,5.0,Grade 5
222609000561,0,5.0,Grade 5
222609000571,0,4.0,Grade 4
222609000581,0,5.0,Grade 5
222609000591,0,5.0,Grade 5
222609000601,0,5.0,Grade 5
222609000611,0,4.0,Grade 4
222609000621,0,4.0,Grade 4
222609000631,0,4.0,Grade 4
222609000641,0,5.0,Grade 5
222609000651,0,4.0,Grade 4
222701010271,0,5.0,Grade 5
222609000661,0,4.0,Grade 4
222609000671,0,4.0,Grade 4
222609000681,0,5.0,Grade 5
222609000691,0,5.0,Grade 5
222609000701,0,4.0,Grade 4
222609000711,0,5.0,Grade 5
222609000721,0,4.0,Grade 4
222609000731,0,5.0,Grade 5
222609000741,0,4.0,Grade 4
222609000751,0,4.0,Grade 4
222609000761,0,5.0,Grade 5
222609000771,0,4.0,Grade 4
222609000781,0,4.0,Grade 4
222609000791,0,4.0,Grade 4
222609000801,0,5.0,Grade 5
222609000811,0,5.0,Grade 5
222609000821,0,5.0,Grade 5
222701010011,0,5.0,Grade 5
222701010021,0,5.0,Grade 5
222701010031,0,5.0,Grade 5
222701010041,0,4.0,Grade 4
222701010051,0,4.0,Grade 4
222701010061,0,4.0,Grade 4
222701010071,0,4.0,Grade 4
222701010081,0,5.0,Grade 5
222701010091,0,5.0,Grade 5
222701010101,0,5.0,Grade 5
222701010111,0,4.0,Grade 4
222701010121,0,4.0,Grade 4
222701010131,0,3.0,Grade 3
222701010132,0,4.0,Grade 4
222701010141,0,4.0,Grade 4
222701010151,0,5.0,Grade 5
222701010161,0,4.0,Grade 4
222701010171,0,4.0,Grade 4
222701010181,0,5.0,Grade 5
222701010191,0,4.0,Grade 4
222701010201,0,4.0,Grade 4
222701010211,0,3.0,Grade 3
222701010221,0,4.0,Grade 4
222701010231,0,5.0,Grade 5
222701010232,0,3.0,Grade 3
222701010241,0,3.0,Grade 3
222701010251,0,2.0,Grade 2
222701010261,0,5.0,Grade 5
222701010281,0,3.0,Grade 3
222701010291,0,5.0,Grade 5
222701010301,0,4.0,Grade 4
222701010311,0,3.0,Grade 3
222701010321,0,4.0,Grade 4
222701010322,0,5.0,Grade 5
222701010323,0,3.0,Grade 3
222701010331,0,4.0,Grade 4
222701010341,0,4.0,Grade 4
222701010351,0,3.0,Grade 3
222701010361,0,3.0,Grade 3
222701010371,0,5.0,Grade 5
222701010381,0,5.0,Grade 5
222701010391,0,5.0,Grade 5
222701010401,0,3.0,Grade 3
222701010411,0,2.0,Grade 2
222701010421,0,5.0,Grade 5
222701010431,0,3.0,Grade 3
222701010441,0,5.0,Grade 5
222701010451,0,3.0,Grade 3
222701010461,0,3.0,Grade 3
222701010471,0,3.0,Grade 3
222701010481,0,3.0,Grade 3
222701010491,0,3.0,Grade 3
222701010501,0,3.0,Grade 3
222701010511,0,5.0,Grade 5
222701010521,0,5.0,Grade 5
222701010531,0,3.0,Grade 3
222701010541,0,3.0,Grade 3
222701010551,0,3.0,Grade 3
222701010561,0,5.0,Grade 5
222701010571,0,2.0,Grade 2
222701010581,0,4.0,Grade 4
222701010591,0,4.0,Grade 4
222701010601,0,3.0,Grade 3
222701010611,0,3.0,Grade 3
222701010621,0,2.0,Grade 2
222701010631,0,5.0,Grade 5
222701010641,0,5.0,Grade 5
222701010651,0,5.0,Grade 5
222701010661,0,3.0,Grade 3
222701010671,0,4.0,Grade 4
222701010681,0,3.0,Grade 3
222701010691,0,5.0,Grade 5
222701010701,0,4.0,Grade 4
222701010711,0,3.0,Grade 3
222701010721,0,4.0,Grade 4
222701010731,0,5.0,Grade 5
222701010741,0,4.0,Grade 4
222701010751,0,5.0,Grade 5
222701010761,0,5.0,Grade 5
222701010771,0,5.0,Grade 5
222701010781,0,5.0,Grade 5
222701010791,0,4.0,Grade 4
222701010801,0,5.0,Grade 5
222701010811,0,5.0,Grade 5
222701010821,0,5.0,Grade 5
222702010011,0,5.0,Grade 5
222702010021,0,5.0,Grade 5
222702010022,0,4.0,Grade 4
222702010031,0,4.0,Grade 4
222702010041,0,3.0,Grade 3
222702010051,0,5.0,Grade 5
222702010061,0,5.0,Grade 5
222702010071,0,5.0,Grade 5
222702010081,0,5.0,Grade 5
222702010091,0,5.0,Grade 5
222702010101,0,2.0,Grade 2
222702010111,0,5.0,Grade 5
222702010112,0,5.0,Grade 5
222702010121,0,3.0,Grade 3
222702010122,0,5.0,Grade 5
222702010131,0,5.0,Grade 5
222702010141,0,5.0,Grade 5
222702010151,0,4.0,Grade 4
222702010161,0,4.0,Grade 4
222702020011,0,5.0,Grade 5
222702020021,0,5.0,Grade 5
222702020031,0,3.0,Grade 3
222702020041,0,4.0,Grade 4
222702020051,0,3.0,Grade 3
222702020061,0,4.0,Grade 4
222702020071,0,5.0,Grade 5
222702020081,0,4.0,Grade 4
222702020091,0,5.0,Grade 5
222702020101,0,3.0,Grade 3
222702020111,0,4.0,Grade 4
222702020121,0,4.0,Grade 4
222702020131,0,5.0,Grade 5
222702020141,0,2.0,Grade 2
222702020151,0,4.0,Grade 4
222702020161,0,3.0,Grade 3
222702020171,0,4.0,Grade 4
222702020181,0,2.0,Grade 2
222702020191,0,4.0,Grade 4
222702020201,0,5.0,Grade 5
222702020211,0,4.0,Grade 4
222702020221,0,3.0,Grade 3
222702020231,0,4.0,Grade 4
222702020241,0,4.0,Grade 4
222702020251,0,5.0,Grade 5
222702020261,0,5.0,Grade 5
222702020271,0,4.0,Grade 4
222702020281,0,4.0,Grade 4
222702020291,0,5.0,Grade 5
222702020301,0,4.0,Grade 4
222702020311,0,5.0,Grade 5
222702020321,0,5.0,Grade 5
222702020331,0,4.0,Grade 4
222702020341,0,4.0,Grade 4
222703010011,0,5.0,Grade 5
222703010021,0,5.0,Grade 5
222703010031,0,4.0,Grade 4
222703010041,0,5.0,Grade 5
222703010051,0,5.0,Grade 5
222703010061,0,5.0,Grade 5
222703010071,0,5.0,Grade 5
222703010081,0,5.0,Grade 5
222703010091,0,5.0,Grade 5
222703010101,0,5.0,Grade 5
222703010111,0,5.0,Grade 5
222703010121,0,5.0,Grade 5
222703010131,0,5.0,Grade 5
222703010141,0,5.0,Grade 5
222703010151,0,5.0,Grade 5
222703010161,0,5.0,Grade 5
222703010171,0,5.0,Grade 5
222703010181,0,5.0,Grade 5
222703010191,0,5.0,Grade 5
222703010201,0,5.0,Grade 5
222703010211,0,5.0,Grade 5
222703010221,0,5.0,Grade 5
222703010231,0,5.0,Grade 5
222703010241,0,5.0,Grade 5
222703010251,0,5.0,Grade 5
222703010261,0,5.0,Grade 5
222703010271,0,5.0,Grade 5
222703010272,0,4.0,Grade 4
222703010281,0,5.0,Grade 5
222703010291,0,4.0,Grade 4
222703010301,0,4.0,Grade 4
222703010311,0,5.0,Grade 5
222703010321,0,5.0,Grade 5
222703010331,0,5.0,Grade 5
222703010341,0,4.0,Grade 4
222703010351,0,4.0,Grade 4
222703010361,0,5.0,Grade 5
222703010371,0,4.0,Grade 4
222703010381,0,5.0,Grade 5
222703010391,0,5.0,Grade 5
222703010401,0,4.0,Grade 4
222703010411,0,5.0,Grade 5
222703010421,0,5.0,Grade 5
222703010431,0,5.0,Grade 5
222703010441,0,4.0,Grade 4
222703010451,0,5.0,Grade 5
222703010452,0,5.0,Grade 5
222703010461,0,5.0,Grade 5
222703010471,0,5.0,Grade 5
222703010481,0,5.0,Grade 5
222703010491,0,5.0,Grade 5
222703010501,0,5.0,Grade 5
222703010511,0,5.0,Grade 5
222703010521,0,5.0,Grade 5
222703010531,0,3.0,Grade 3
222703010541,0,5.0,Grade 5
222703010551,0,5.0,Grade 5
222703010561,0,5.0,Grade 5
222703010571,0,5.0,Grade 5
222703010581,0,5.0,Grade 5
222704010011,0,5.0,Grade 5
222704010021,0,4.0,Grade 4
222704010031,0,4.0,Grade 4
222704010041,0,4.0,Grade 4
222704010051,0,4.0,Grade 4
222704010061,0,4.0,Grade 4
222704010071,0,5.0,Grade 5
222704010081,0,4.0,Grade 4
222704010091,0,5.0,Grade 5
222704010101,0,5.0,Grade 5
222704010111,0,5.0,Grade 5
222704010121,0,5.0,Grade 5
222704010131,0,5.0,Grade 5
222704010141,0,5.0,Grade 5
222704010151,0,5.0,Grade 5
222704010161,0,4.0,Grade 4
222704010171,0,5.0,Grade 5
222704010181,0,5.0,Grade 5
222704010191,0,4.0,Grade 4
222704010201,0,5.0,Grade 5
222704010211,0,3.0,Grade 3
222704010221,0,5.0,Grade 5
222704010231,0,5.0,Grade 5
222704010241,0,5.0,Grade 5
222704010251,0,5.0,Grade 5
222704010261,0,5.0,Grade 5
222704010271,0,5.0,Grade 5
222704010281,0,4.0,Grade 4
222704010291,0,5.0,Grade 5
222704010301,0,5.0,Grade 5
222704010311,0,5.0,Grade 5
222704010321,0,5.0,Grade 5
222704010331,0,4.0,Grade 4
222704010341,0,5.0,Grade 5
222704010351,0,5.0,Grade 5
222704010361,0,5.0,Grade 5
222704010371,0,5.0,Grade 5
222704010381,0,5.0,Grade 5
222704010391,0,5.0,Grade 5
222704010401,0,5.0,Grade 5
222704010411,0,5.0,Grade 5
222704010421,0,4.0,Grade 4
222704010431,0,5.0,Grade 5
222704010441,0,4.0,Grade 4
222704010451,0,4.0,Grade 4
222704010461,0,4.0,Grade 4
222704010471,0,5.0,Grade 5
222704010481,0,4.0,Grade 4
222704010491,0,5.0,Grade 5
222704010501,0,4.0,Grade 4
222704010511,0,5.0,Grade 5
222704010521,0,5.0,Grade 5
222704010531,0,5.0,Grade 5
222704010541,0,5.0,Grade 5
222704010551,0,5.0,Grade 5
222704010561,0,4.0,Grade 4
222704010571,0,3.0,Grade 3
222704010581,0,4.0,Grade 4
222704010591,0,5.0,Grade 5
222704010601,0,4.0,Grade 4
222704010611,0,5.0,Grade 5
222704010621,0,5.0,Grade 5
222704010631,0,5.0,Grade 5
222704010641,0,5.0,Grade 5
222704010651,0,5.0,Grade 5
222704010661,0,4.0,Grade 4
222704010671,0,5.0,Grade 5
222704010681,0,5.0,Grade 5
222704010691,0,4.0,Grade 4
222704010692,0,5.0,Grade 5
222704010701,0,5.0,Grade 5
222704010711,0,4.0,Grade 4
222704010721,0,5.0,Grade 5
222704010731,0,5.0,Grade 5
222704010741,0,5.0,Grade 5
222704010751,0,5.0,Grade 5
222704010761,0,4.0,Grade 4
222704010771,0,5.0,Grade 5
222704010781,0,5.0,Grade 5
222704010791,0,5.0,Grade 5
222704010801,0,5.0,Grade 5
222704010811,0,5.0,Grade 5
222704010821,0,5.0,Grade 5
222704010831,0,5.0,Grade 5
222704010841,0,5.0,Grade 5
222704010851,0,5.0,Grade 5
222705010011,0,5.0,Grade 5
222705010021,0,5.0,Grade 5
222705010031,0,5.0,Grade 5
222705010041,0,5.0,Grade 5
222705010051,0,5.0,Grade 5
222705010061,0,5.0,Grade 5
222705010071,0,5.0,Grade 5
222705010081,0,5.0,Grade 5
222705010091,0,4.0,Grade 4
222705010101,0,5.0,Grade 5
222705010111,0,5.0,Grade 5
222705010121,0,5.0,Grade 5
222705010131,0,4.0,Grade 4
222705010141,0,4.0,Grade 4
222705010151,0,5.0,Grade 5
222705010161,0,5.0,Grade 5
222705010171,0,5.0,Grade 5
222705010181,0,5.0,Grade 5
222705010191,0,5.0,Grade 5
222705010201,0,5.0,Grade 5
222705010211,0,5.0,Grade 5
222705010221,0,5.0,Grade 5
222705010231,0,5.0,Grade 5
222705010241,0,5.0,Grade 5
222705010251,0,4.0,Grade 4
222705010261,0,4.0,Grade 4
222705010271,0,5.0,Grade 5
222705010281,0,2.0,Grade 2
222705010291,0,5.0,Grade 5
222705010301,0,5.0,Grade 5
222705010311,0,4.0,Grade 4
222705010321,0,3.0,Grade 3
222705010331,0,5.0,Grade 5
222705010341,0,5.0,Grade 5
222705010351,0,5.0,Grade 5
222705010361,0,5.0,Grade 5
222705010371,0,4.0,Grade 4
222705010381,0,5.0,Grade 5
222705010391,0,5.0,Grade 5
222705010401,0,5.0,Grade 5
222705010411,0,5.0,Grade 5
222705010421,0,5.0,Grade 5
222705010431,0,5.0,Grade 5
222705010441,0,5.0,Grade 5
222705010451,0,4.0,Grade 4
222705010461,0,5.0,Grade 5
222705010471,0,5.0,Grade 5
222705010481,0,5.0,Grade 5
222705010491,0,5.0,Grade 5
222705010501,0,5.0,Grade 5
222705010511,0,5.0,Grade 5
222705010521,0,5.0,Grade 5
222705010531,0,5.0,Grade 5
222705010541,0,5.0,Grade 5
222705010551,0,5.0,Grade 5
222705010561,0,5.0,Grade 5
222705010571,0,5.0,Grade 5
222705010581,0,5.0,Grade 5
222705010591,0,5.0,Grade 5
222705010601,0,5.0,Grade 5
222705010602,0,4.0,Grade 4
222705010611,0,5.0,Grade 5
222705010621,0,5.0,Grade 5
222705010631,0,5.0,Grade 5
222705010641,0,5.0,Grade 5
222705010651,0,5.0,Grade 5
222705010661,0,5.0,Grade 5
222705010671,0,5.0,Grade 5
222706010011,0,5.0,Grade 5
222706010021,0,5.0,Grade 5
222706010031,0,5.0,Grade 5
222706010041,0,5.0,Grade 5
222706010051,0,4.0,Grade 4
222706010061,0,5.0,Grade 5
222706010071,0,5.0,Grade 5
222706010081,0,5.0,Grade 5
222706010091,0,5.0,Grade 5
222706010101,0,5.0,Grade 5
222706010111,0,5.0,Grade 5
222706010121,0,3.0,Grade 3
222706010131,0,5.0,Grade 5
222706010141,0,5.0,Grade 5
222706010151,0,3.0,Grade 3
222706010161,0,5.0,Grade 5
222706010171,0,5.0,Grade 5
222706010181,0,5.0,Grade 5
222706010191,0,5.0,Grade 5
222706010201,0,5.0,Grade 5
222706010211,0,5.0,Grade 5
222706010221,0,5.0,Grade 5
222706010231,0,5.0,Grade 5
222706010241,0,5.0,Grade 5
222706010251,0,4.0,Grade 4
222706010261,0,5.0,Grade 5
222706010271,0,3.0,Grade 3
222706010281,0,5.0,Grade 5
222706010291,0,4.0,Grade 4
222706010301,0,5.0,Grade 5
222706010311,0,5.0,Grade 5
222706010312,0,5.0,Grade 5
222706010321,0,4.0,Grade 4
222706010331,0,5.0,Grade 5
222706010341,0,5.0,Grade 5
222706010351,0,5.0,Grade 5
222706010361,0,5.0,Grade 5
222706010371,0,3.0,Grade 3
222706010381,0,5.0,Grade 5
222706010391,0,3.0,Grade 3
222706010401,0,3.0,Grade 3
222706010411,0,3.0,Grade 3
222706010421,0,3.0,Grade 3
222706010431,0,5.0,Grade 5
222706010441,0,5.0,Grade 5
222706010451,0,5.0,Grade 5
222706010452,0,5.0,Grade 5
222706010461,0,5.0,Grade 5
222706010471,0,5.0,Grade 5
222706010481,0,5.0,Grade 5
222706010491,0,4.0,Grade 4
222706010501,0,5.0,Grade 5
222707000011,0,5.0,Grade 5
222707000021,0,5.0,Grade 5
222707000031,0,5.0,Grade 5
222707000041,0,5.0,Grade 5
222707000051,0,5.0,Grade 5
222707000061,0,5.0,Grade 5
222707000071,0,5.0,Grade 5
222707000081,0,5.0,Grade 5
222707000091,0,5.0,Grade 5
222707000101,0,5.0,Grade 5
222707000111,0,5.0,Grade 5
222707000121,0,5.0,Grade 5
222707000131,0,5.0,Grade 5
222707000141,0,5.0,Grade 5
222707000151,0,5.0,Grade 5
222707000161,0,5.0,Grade 5
222707000171,0,4.0,Grade 4
222707000181,0,5.0,Grade 5
222707000191,0,5.0,Grade 5
222707000201,0,5.0,Grade 5
222707000211,0,5.0,Grade 5
222707000221,0,5.0,Grade 5
222707000231,0,5.0,Grade 5
222707000241,0,5.0,Grade 5
222707000242,0,5.0,Grade 5
222707000251,0,5.0,Grade 5
222707000261,0,5.0,Grade 5
222707000271,0,5.0,Grade 5
222707000281,0,5.0,Grade 5
222707000291,0,5.0,Grade 5
222707000301,0,5.0,Grade 5
222707000311,0,5.0,Grade 5
222707000321,0,5.0,Grade 5
222707000331,0,5.0,Grade 5
222707000341,0,5.0,Grade 5
222707000351,0,5.0,Grade 5
222707000361,0,5.0,Grade 5
222707000371,0,5.0,Grade 5
222707000381,0,5.0,Grade 5
222707000391,0,5.0,Grade 5
222707000401,0,5.0,Grade 5
222707000411,0,5.0,Grade 5
222707000421,0,5.0,Grade 5
222707000431,0,5.0,Grade 5
222707000441,0,5.0,Grade 5
222707000451,0,5.0,Grade 5
222707000461,0,5.0,Grade 5
222707000471,0,5.0,Grade 5
222707000481,0,5.0,Grade 5
222707000491,0,5.0,Grade 5
222707000501,0,5.0,Grade 5
222707000511,0,5.0,Grade 5
222707000521,0,5.0,Grade 5
222707000531,0,5.0,Grade 5
222707000541,0,5.0,Grade 5
222707000551,0,5.0,Grade 5
222707000561,0,5.0,Grade 5
222707000571,0,5.0,Grade 5
222707000581,0,5.0,Grade 5
222707000591,0,5.0,Grade 5
222707000601,0,5.0,Grade 5
222707000611,0,5.0,Grade 5
222707000621,0,5.0,Grade 5
222707000631,0,5.0,Grade 5
222707000641,0,5.0,Grade 5
222707000651,0,5.0,Grade 5
222707000661,0,5.0,Grade 5
222707000671,0,5.0,Grade 5
222707000681,0,5.0,Grade 5
222707000691,0,5.0,Grade 5
222707000701,0,5.0,Grade 5
222707000711,0,5.0,Grade 5
222707000721,0,5.0,Grade 5
222707000731,0,5.0,Grade 5
222707000741,0,5.0,Grade 5
222707000751,0,5.0,Grade 5
222708000011,0,5.0,Grade 5
222708000021,0,3.0,Grade 3
222708000031,0,5.0,Grade 5
222708000032,0,5.0,Grade 5
222708000041,0,5.0,Grade 5
222708000051,0,5.0,Grade 5
222708000061,0,5.0,Grade 5
222708000062,0,5.0,Grade 5
222708000071,0,5.0,Grade 5
222708000081,0,5.0,Grade 5
222708000091,0,5.0,Grade 5
222708000101,0,5.0,Grade 5
222708000111,0,5.0,Grade 5
222708000121,0,5.0,Grade 5
222708000131,0,5.0,Grade 5
222708000141,0,5.0,Grade 5
222708000151,0,5.0,Grade 5
222708000161,0,5.0,Grade 5
222708000171,0,5.0,Grade 5
222708000181,0,5.0,Grade 5
222708000182,0,5.0,Grade 5
222708000191,0,5.0,Grade 5
222708000201,0,5.0,Grade 5
222708000211,0,5.0,Grade 5
222708000221,0,5.0,Grade 5
222708000231,0,5.0,Grade 5
222708000241,0,5.0,Grade 5
222708000251,0,5.0,Grade 5
222708000252,0,5.0,Grade 5
222708000261,0,5.0,Grade 5
222708000271,0,5.0,Grade 5
222708000281,0,5.0,Grade 5
222708000291,0,5.0,Grade 5
222708000301,0,5.0,Grade 5
222708000311,0,5.0,Grade 5
222708000321,0,5.0,Grade 5
222708000331,0,5.0,Grade 5
222708000341,0,5.0,Grade 5
222708000351,0,5.0,Grade 5
222708000361,0,5.0,Grade 5
222708000371,0,5.0,Grade 5
222708000381,0,4.0,Grade 4
222708000391,0,5.0,Grade 5
222708000401,0,5.0,Grade 5
222708000411,0,5.0,Grade 5
222708000421,0,5.0,Grade 5
222708000431,0,5.0,Grade 5
222708000441,0,5.0,Grade 5
222708000451,0,5.0,Grade 5
