building_id,damage_numeric,predicted_severity
286004001021,4.0,3.4672080290118084
286004001031,4.0,3.4586209874325675
286004001081,4.0,3.4467263945434614
286004001141,4.0,3.4586209874325675
286005000031,4.0,3.4444209408994584
286005000131,5.0,4.987913556129212
286005000141,4.0,3.524274177434566
286005000181,5.0,4.987913556129212
286005000251,5.0,4.987913556129212
286005000321,5.0,4.987913556129212
286005000441,4.0,3.4358338993202175
286005000551,4.0,3.4586209874325675
286005000622,4.0,3.4358338993202175
286005000681,4.0,3.520279518292223
286005000711,4.0,3.4444209408994584
286005000802,4.0,3.4358338993202175
286005000872,4.0,3.4358338993202175
286005000921,4.0,3.45045200956577
286005000941,4.0,3.4672080290118084
286005000961,4.0,3.6052882015530447
286005000992,4.0,3.4358338993202175
286005001061,4.0,3.4335662869212613
286006000081,3.0,3.4345918771752277
286006000121,5.0,4.987913556129212
286006000141,2.0,3.45045200956577
286006000151,5.0,4.987913556129212
286006000201,5.0,4.987913556129212
286006000261,3.0,3.438557416676664
286006000291,3.0,3.45045200956577
286006000361,3.0,3.4514775998197367
286006000391,3.0,3.4335662869212613
286006000501,5.0,4.987913556129212
286006000552,3.0,3.45045200956577
286006000561,3.0,3.45045200956577
286006000591,3.0,3.438557416676664
286006000621,3.0,3.4514775998197367
286006000661,3.0,3.45045200956577
286006000671,5.0,4.987913556129212
286006000681,4.0,3.4335662869212613
286007000071,5.0,4.987913556129212
286007000081,5.0,4.987913556129212
286007000131,5.0,4.987913556129212
286007000161,5.0,4.987913556129212
286007000271,5.0,4.987913556129212
286007000311,3.0,3.4335662869212613
286007000401,3.0,3.4335662869212613
286007000421,5.0,4.987913556129212
286007000441,5.0,4.987913556129212
286007000491,5.0,4.987913556129212
286007000531,5.0,4.987913556129212
286007000571,5.0,4.987913556129212
286007000621,5.0,4.987913556129212
286007000641,3.0,3.4335662869212613
286007000741,5.0,4.987913556129212
286007000761,4.0,3.45045200956577
286007000811,5.0,4.987913556129212
286007000861,4.0,3.45045200956577
286007000871,3.0,3.397984186516902
286007000901,5.0,4.987913556129212
286007000991,4.0,3.45045200956577
286007001101,5.0,4.987913556129212
286007001131,5.0,4.987913556129212
286008000051,4.0,3.4586209874325675
286008000141,5.0,4.987913556129212
286008000181,4.0,3.4586209874325675
286008000211,5.0,4.987913556129212
286008000291,5.0,4.987913556129212
286008000381,5.0,4.987913556129212
286008000391,4.0,3.4586209874325675
286008000401,4.0,3.4586209874325675
286008000411,4.0,3.45045200956577
286009000031,4.0,3.4586209874325675
286009000141,5.0,4.987913556129212
286009000181,5.0,4.987913556129212
286009000191,5.0,4.987913556129212
286009000201,5.0,4.987913556129212
286009000231,4.0,3.4586209874325675
286009000301,5.0,4.987913556129212
286009000311,5.0,4.987913556129212
286009000341,5.0,4.987913556129212
286009000381,5.0,4.987913556129212
286009000391,5.0,4.987913556129212
286009000393,4.0,3.45045200956577
286009000401,4.0,3.5998253822918964
286009000431,5.0,4.987913556129212
286009000461,4.0,3.45045200956577
286009000491,4.0,3.4358338993202175
